"Respondent","OpSys"
9422,"Linux-based"
9435,"MacOS"
9442,"MacOS"
9443,"Windows"
9445,"Windows"
9446,"Linux-based"
9451,"Windows"
9456,"Linux-based"
9458,"Windows"
9462,"Windows"
9464,"MacOS"
9470,"Windows"
9471,"Linux-based"
9481,"Linux-based"
9485,"Linux-based"
9486,"Linux-based"
9491,"Linux-based"
9492,"Windows"
9494,"Windows"
9496,"Linux-based"
9507,"MacOS"
9531,"MacOS"
9536,"Linux-based"
9537,"Windows"
9543,"Windows"
9547,"Linux-based"
9552,"MacOS"
9553,"Linux-based"
9562,"Windows"
9564,"Linux-based"
9570,"Windows"
9591,"Windows"
9603,"Windows"
9608,"MacOS"
9609,"Windows"
9611,"MacOS"
9612,"Linux-based"
9623,"Linux-based"
9626,"Windows"
9627,"Windows"
9642,"Linux-based"
9648,"Linux-based"
9651,"Windows"
9653,"MacOS"
9662,"Linux-based"
9664,"Windows"
9666,"Windows"
9668,"Windows"
9672,NA
9675,"Windows"
9676,"Windows"
9677,"Linux-based"
9680,"Windows"
9697,"Windows"
9704,"Windows"
9722,"Linux-based"
9732,"MacOS"
9733,"MacOS"
9750,"Windows"
9754,"Windows"
9756,"MacOS"
9758,"Linux-based"
9759,"Windows"
9776,"Windows"
9783,"Windows"
9786,"Windows"
9795,"Linux-based"
9805,"Windows"
9815,"Linux-based"
9817,"MacOS"
9823,"Windows"
9835,NA
9846,"MacOS"
9847,"Windows"
9848,"MacOS"
9854,"MacOS"
9860,"Linux-based"
9865,"Windows"
9886,"Windows"
9887,"MacOS"
9890,"Linux-based"
9892,"Windows"
9916,"MacOS"
9935,"Windows"
9938,"MacOS"
9950,"Windows"
9951,"Windows"
9967,"Linux-based"
9969,"MacOS"
9977,"Windows"
9984,"Linux-based"
9989,"Windows"
9992,"MacOS"
9997,"Windows"
10003,"Linux-based"
10012,"MacOS"
10027,"Linux-based"
10031,"MacOS"
10032,"Windows"
10036,"Windows"
10052,"Windows"
10055,"MacOS"
10057,"Windows"
10071,"Windows"
10079,NA
10083,"Windows"
10095,"Windows"
10098,"Linux-based"
10110,"MacOS"
10138,"Linux-based"
10147,"Linux-based"
10154,"Linux-based"
10168,"Linux-based"
10179,"Linux-based"
10212,"MacOS"
10222,"Windows"
10224,"Windows"
10242,"Windows"
10244,"MacOS"
10245,"Windows"
10251,"MacOS"
10256,"Linux-based"
10279,NA
10283,"Linux-based"
10295,"MacOS"
10300,"Windows"
10301,"MacOS"
10313,"Windows"
10314,"Windows"
10316,"Windows"
10325,"Windows"
10342,"Windows"
10348,"MacOS"
10354,"Linux-based"
10356,"Windows"
10365,"Windows"
10371,"Windows"
10373,NA
10376,"Windows"
10385,"Windows"
10391,"Windows"
10393,"Linux-based"
10394,"Windows"
10407,"Linux-based"
10409,"MacOS"
10424,"Linux-based"
10428,"Linux-based"
10433,"Windows"
10438,"Windows"
10442,"Linux-based"
10445,"Windows"
10458,"MacOS"
10463,"Windows"
10466,"MacOS"
10468,"Windows"
10471,"MacOS"
10478,"Windows"
10489,"MacOS"
10491,"Windows"
10494,"Windows"
10497,"Windows"
10502,"Linux-based"
10505,"MacOS"
10506,"MacOS"
10513,"Linux-based"
10522,"Linux-based"
10523,"MacOS"
10526,"Linux-based"
10532,"MacOS"
10542,"Linux-based"
10545,"Windows"
10550,"MacOS"
10551,"Windows"
10556,"Linux-based"
10562,"Windows"
10565,"Windows"
10572,"Linux-based"
10585,NA
10586,"Windows"
10588,"Linux-based"
10594,"Windows"
10612,"MacOS"
10622,"Linux-based"
10632,"Windows"
10633,"Linux-based"
10635,"Windows"
10641,"Linux-based"
10643,"Linux-based"
10646,"MacOS"
10647,"MacOS"
10667,"Linux-based"
10671,"Linux-based"
10680,"Linux-based"
10682,"MacOS"
10697,"Windows"
10699,"Windows"
10701,"Linux-based"
10710,"MacOS"
10736,"Windows"
10747,"Linux-based"
10757,"Linux-based"
10762,"MacOS"
10769,"Windows"
10772,"Windows"
10773,"MacOS"
10781,"Windows"
10795,"Linux-based"
10804,"Windows"
10821,"Windows"
10826,"Linux-based"
10828,"MacOS"
10836,"Windows"
10845,"Windows"
10854,"Windows"
10858,"Windows"
10872,"Windows"
10878,"Linux-based"
10881,"Windows"
10888,"Windows"
10889,"Linux-based"
10893,"MacOS"
10899,"Linux-based"
10905,"Windows"
10921,"Windows"
10924,"MacOS"
10934,"Windows"
10940,"MacOS"
10942,"MacOS"
10946,"MacOS"
10949,"Linux-based"
10973,"Windows"
10976,"Windows"
10980,"MacOS"
10981,"Windows"
10992,"Linux-based"
10995,"Linux-based"
11009,"MacOS"
11010,"MacOS"
11017,"Windows"
11038,"MacOS"
11052,"MacOS"
11055,"Linux-based"
11058,"Windows"
11062,"Linux-based"
11063,"Linux-based"
11066,"Linux-based"
11079,"MacOS"
11085,"MacOS"
11088,"Windows"
11096,NA
11097,"Linux-based"
11106,"Windows"
11116,"Linux-based"
11118,"MacOS"
11130,"MacOS"
11134,"Windows"
11137,"Linux-based"
11140,"Windows"
11143,"Windows"
11146,"MacOS"
11148,"Windows"
11151,"Linux-based"
11153,"Windows"
11156,"Linux-based"
11157,"Linux-based"
11181,"Windows"
11221,"MacOS"
11228,"MacOS"
11233,"Linux-based"
11240,"Windows"
11251,"Linux-based"
11253,"Linux-based"
11257,"MacOS"
11259,"Windows"
11284,"Windows"
11285,"Windows"
11288,"Windows"
11293,"MacOS"
11296,"Linux-based"
11301,"MacOS"
11304,"MacOS"
11306,"Linux-based"
11312,"Windows"
11323,"Windows"
11324,"Windows"
11326,"Linux-based"
11333,"Windows"
11340,"MacOS"
11350,"MacOS"
11357,"Windows"
11361,"Windows"
11370,"MacOS"
11374,"Linux-based"
11378,"Windows"
11382,"MacOS"
11384,"Windows"
11386,"Windows"
11390,"MacOS"
11392,"Windows"
11394,"Windows"
11395,"Windows"
11412,"MacOS"
11430,"MacOS"
11436,"Linux-based"
11438,"MacOS"
11439,"Linux-based"
11440,"Linux-based"
11443,"MacOS"
11444,"MacOS"
11447,"Linux-based"
11450,"Windows"
11468,NA
11469,"MacOS"
11473,"Windows"
11477,"Windows"
11478,"Windows"
11482,"Linux-based"
11483,"MacOS"
11485,"Linux-based"
11496,"Windows"
11511,"Linux-based"
11519,"Linux-based"
11532,"Windows"
11533,"MacOS"
11547,"Linux-based"
11548,NA
11551,"Linux-based"
11552,"Linux-based"
11556,"Linux-based"
11576,"Linux-based"
11587,"Linux-based"
11615,"Windows"
11616,"Windows"
11621,"MacOS"
11629,"Windows"
11630,"Windows"
11636,"Windows"
11638,"Windows"
11647,"Linux-based"
11652,"Windows"
11653,"Linux-based"
11655,"Linux-based"
11660,"Linux-based"
11665,"MacOS"
11668,"Windows"
11677,"MacOS"
11680,"Linux-based"
11683,"MacOS"
11687,"Windows"
11695,"Windows"
11706,"Linux-based"
11707,NA
11712,"MacOS"
11717,"Linux-based"
11726,"Windows"
11728,"Linux-based"
11732,NA
11738,"Windows"
11739,"Linux-based"
11747,"Linux-based"
11749,"Windows"
11752,"Windows"
11762,"Linux-based"
11771,"Linux-based"
11780,"Linux-based"
11796,"Linux-based"
11808,"Windows"
11809,"Windows"
11811,"Windows"
11814,"MacOS"
11822,"MacOS"
11830,"Windows"
11832,"Linux-based"
11836,"Windows"
11837,"MacOS"
11838,"Linux-based"
11849,"Linux-based"
11869,"MacOS"
11875,"Windows"
11886,"Linux-based"
11906,"Windows"
11928,"MacOS"
11936,"Windows"
11939,"Windows"
11952,"Windows"
11953,"Windows"
11960,"MacOS"
11971,"Windows"
11973,"Windows"
11982,"Windows"
11993,"MacOS"
12002,"Linux-based"
12005,"Windows"
12022,"Windows"
12030,"Linux-based"
12044,"MacOS"
12047,"MacOS"
12049,"Windows"
12053,"Windows"
12055,"Linux-based"
12059,"Windows"
12079,"Windows"
12080,"MacOS"
12091,"Linux-based"
12096,"Windows"
12099,"Windows"
12110,"MacOS"
12117,"MacOS"
12128,"Windows"
12137,"Linux-based"
12140,"Windows"
12153,"Linux-based"
12165,"Windows"
12188,"Windows"
12196,"MacOS"
12199,"Linux-based"
12202,"Linux-based"
12203,"Linux-based"
12210,"MacOS"
12216,"Linux-based"
12218,NA
12220,"Linux-based"
12224,"MacOS"
12226,"Linux-based"
12227,"Windows"
12230,"Linux-based"
12237,"Windows"
12240,"Windows"
12244,"MacOS"
12256,"Windows"
12275,"Windows"
12277,"Linux-based"
12289,"MacOS"
12290,"Linux-based"
12294,"Windows"
12300,"MacOS"
12301,"MacOS"
12318,"Windows"
12339,"MacOS"
12340,"Windows"
12354,"Windows"
12367,"Linux-based"
12376,"MacOS"
12377,"Linux-based"
12379,"Linux-based"
12381,"Linux-based"
12383,"Windows"
12389,"Windows"
12410,"Windows"
12426,"MacOS"
12433,"Windows"
12434,"Windows"
12453,"Windows"
12463,"Linux-based"
12485,"Windows"
12486,"MacOS"
12490,"Windows"
12492,"Linux-based"
12493,"Windows"
12498,"MacOS"
12501,"Linux-based"
12514,"Windows"
12523,"MacOS"
12524,"MacOS"
12525,"Linux-based"
12526,"Windows"
12531,"MacOS"
12532,"Windows"
12533,"Windows"
12548,"Linux-based"
12572,"MacOS"
12575,"MacOS"
12579,"Linux-based"
12582,"Windows"
12584,"Windows"
12586,"Windows"
12593,"Windows"
12599,"Windows"
12600,"MacOS"
12603,"Windows"
12609,"Windows"
12619,"Windows"
12620,"Windows"
12631,"Windows"
12634,"Windows"
12640,"MacOS"
12642,"Windows"
12658,"Linux-based"
12665,"MacOS"
12671,"MacOS"
12673,"Linux-based"
12678,"Windows"
12683,"Windows"
12706,"Windows"
12713,"Windows"
12718,"Linux-based"
12726,"MacOS"
12731,"Linux-based"
12734,"MacOS"
12739,"Windows"
12749,"MacOS"
12750,"Linux-based"
12762,"Windows"
12767,"Linux-based"
12771,NA
12774,"Windows"
12780,"Linux-based"
12785,"Windows"
12786,"Windows"
12796,"Windows"
12797,"Linux-based"
12798,"Windows"
12801,"Windows"
12804,"MacOS"
12806,"Linux-based"
12808,"Windows"
12819,"MacOS"
12828,"Windows"
12829,"Windows"
12843,"MacOS"
12844,"Linux-based"
12865,"Linux-based"
12866,"Windows"
12873,"Windows"
12875,"Windows"
12879,"Windows"
12880,"Windows"
12888,"Windows"
12895,"Windows"
12908,"Windows"
12915,"Linux-based"
12927,"Linux-based"
12938,"Linux-based"
12943,"Linux-based"
12945,"MacOS"
12965,"Windows"
12966,"MacOS"
12967,"Linux-based"
12975,"MacOS"
12981,"Linux-based"
12984,"Windows"
12987,"Windows"
12991,"Windows"
12995,"Windows"
13011,"Windows"
13024,"Windows"
13037,"Linux-based"
13038,"MacOS"
13051,"Windows"
13069,"Windows"
13070,"Linux-based"
13073,"MacOS"
13077,"Windows"
13108,"Windows"
13109,"Windows"
13111,"Windows"
13120,"MacOS"
13131,"Linux-based"
13132,"MacOS"
13137,"MacOS"
13140,"Windows"
13154,"Linux-based"
13168,"Windows"
13171,"Windows"
13186,"MacOS"
13190,"MacOS"
13216,"Windows"
13238,"MacOS"
13250,"Windows"
13251,"Windows"
13286,"Windows"
13287,"Linux-based"
13296,"MacOS"
13312,"Windows"
13315,"Linux-based"
13327,"Linux-based"
13340,"Linux-based"
13347,"Windows"
13354,"Windows"
13357,"Windows"
13358,"Windows"
13366,"Linux-based"
13368,"Windows"
13372,"MacOS"
13376,"Linux-based"
13380,"Windows"
13386,"Linux-based"
13392,"Linux-based"
13395,"Linux-based"
13419,"Windows"
13423,"Windows"
13427,"Linux-based"
13442,"MacOS"
13445,"MacOS"
13450,"MacOS"
13453,"MacOS"
13456,"MacOS"
13462,"Windows"
13469,"Windows"
13474,"Linux-based"
13476,"Windows"
13487,"Windows"
13488,"Windows"
13498,"Windows"
13502,"Windows"
13503,"MacOS"
13506,"Windows"
13512,"Linux-based"
13521,"MacOS"
13528,"Windows"
13543,"Linux-based"
13548,"Linux-based"
13561,"Windows"
13564,"Windows"
13565,"Windows"
13566,"Linux-based"
13572,"Windows"
13586,"Linux-based"
13589,"Linux-based"
13593,"Windows"
13596,"Windows"
13602,"Windows"
13605,"MacOS"
13606,"Windows"
13611,"Windows"
13617,"Windows"
13623,"Windows"
13625,"Linux-based"
13630,"MacOS"
13637,"Windows"
13642,"MacOS"
13657,"Windows"
13667,"Windows"
13669,"Windows"
13670,"Linux-based"
13690,"MacOS"
13695,"Windows"
13700,"Windows"
13702,"Windows"
13711,"Linux-based"
13716,"Linux-based"
13729,"Windows"
13736,"Linux-based"
13737,"Windows"
13739,"MacOS"
13747,"Windows"
13751,"Linux-based"
13754,"Linux-based"
13756,"Windows"
13760,"Windows"
13764,"Linux-based"
13767,"Windows"
13784,"Linux-based"
13787,"MacOS"
13792,"Windows"
13797,"Windows"
13804,"Windows"
13816,"MacOS"
13844,"Windows"
13848,"Windows"
13851,"MacOS"
13857,"Windows"
13878,"Linux-based"
13880,"Windows"
13883,"Windows"
13892,"Linux-based"
13901,"Windows"
13908,"Windows"
13914,"Windows"
13918,"Linux-based"
13923,"Windows"
13924,"Windows"
13925,"Windows"
13927,"Linux-based"
13937,"Linux-based"
13954,"MacOS"
13959,"Windows"
13961,"Windows"
13969,"MacOS"
13971,"Linux-based"
13981,"Linux-based"
13987,"Windows"
13990,"Windows"
13991,"Windows"
13992,"Linux-based"
13995,"MacOS"
13998,"Linux-based"
14000,"Windows"
14001,"Linux-based"
14005,"Windows"
14012,"MacOS"
14018,"Linux-based"
14019,"MacOS"
14024,"BSD"
14025,"Windows"
14028,"Linux-based"
14035,"Linux-based"
14038,"Linux-based"
14040,"Windows"
14041,"Windows"
14051,"MacOS"
14058,"MacOS"
14076,"MacOS"
14081,"Windows"
14086,"Linux-based"
14090,"Linux-based"
14092,"Windows"
14097,"MacOS"
14101,"Linux-based"
14107,"Windows"
14114,"Linux-based"
14116,"MacOS"
14120,"MacOS"
14124,"Windows"
14129,"Windows"
14131,"Windows"
14139,"Windows"
14141,"MacOS"
14142,"Linux-based"
14144,"Linux-based"
14149,"Linux-based"
14152,"Windows"
14173,"Linux-based"
14174,"Windows"
14193,"Windows"
14208,"Windows"
14210,"Linux-based"
14213,"Windows"
14220,"Linux-based"
14221,"MacOS"
14241,"Windows"
14244,"Linux-based"
14248,"Windows"
14249,"Windows"
14270,"Linux-based"
14272,"Windows"
14276,"Windows"
14280,"Windows"
14281,"Windows"
14287,"Windows"
14291,"Linux-based"
14294,"Windows"
14301,"MacOS"
14305,"Linux-based"
14307,"Linux-based"
14309,"Windows"
14315,"Linux-based"
14317,"Linux-based"
14333,"Linux-based"
14345,"MacOS"
14346,"MacOS"
14347,"Windows"
14350,"Windows"
14352,"Windows"
14357,"Windows"
14359,"MacOS"
14362,"Windows"
14373,"MacOS"
14376,"Windows"
14378,"Linux-based"
14379,"Windows"
14395,"Windows"
14405,"Windows"
14413,"Linux-based"
14415,"MacOS"
14428,"Linux-based"
14432,"Windows"
14433,"Linux-based"
14448,"Windows"
14449,"MacOS"
14450,"Linux-based"
14466,"MacOS"
14470,"Windows"
14477,"Linux-based"
14488,"Windows"
14489,"Windows"
14490,"Windows"
14491,"MacOS"
14492,"Windows"
14497,"Windows"
14503,"MacOS"
14509,"Windows"
14511,"Windows"
14522,"MacOS"
14527,"Windows"
14541,"MacOS"
14550,"Windows"
14554,"MacOS"
14557,"MacOS"
14561,"Windows"
14572,"Linux-based"
14579,"Windows"
14595,"Windows"
14596,"Windows"
14599,"Windows"
14600,"Linux-based"
14608,"Windows"
14616,"Windows"
14618,"Windows"
14620,"Windows"
14623,"MacOS"
14634,"Linux-based"
14640,"Windows"
14642,"MacOS"
14648,"Windows"
14655,"Windows"
14660,"Windows"
14667,"Windows"
14677,NA
14690,"Linux-based"
14698,"Windows"
14716,"Linux-based"
14732,"Linux-based"
14738,"Windows"
14750,"Linux-based"
14765,"Linux-based"
14766,"Windows"
14784,"Windows"
14786,"MacOS"
14798,"Linux-based"
14807,"Linux-based"
14808,"Linux-based"
14812,"Linux-based"
14813,"Windows"
14823,"Windows"
14838,"Linux-based"
14842,"Windows"
14868,"Windows"
14869,"MacOS"
14870,"Linux-based"
14880,"Windows"
14881,"MacOS"
14889,"MacOS"
14892,"Linux-based"
14893,"Windows"
14895,"Windows"
14901,"MacOS"
14903,"Windows"
14910,"Linux-based"
14912,"Windows"
14913,"Linux-based"
14917,"Linux-based"
14919,"Windows"
14925,"MacOS"
14927,"Windows"
14935,"Linux-based"
14938,"MacOS"
14939,"Linux-based"
14943,"Windows"
14944,"Linux-based"
14954,"Windows"
14965,"Windows"
14968,"MacOS"
14985,"Linux-based"
14986,"Linux-based"
15003,NA
15006,"Windows"
15008,"Windows"
15014,"Windows"
15015,"MacOS"
15020,"MacOS"
15021,"Windows"
15022,NA
15026,"MacOS"
15028,"Windows"
15029,"Windows"
15031,"MacOS"
15054,"MacOS"
15059,"Windows"
15077,"MacOS"
15084,"Linux-based"
15094,"MacOS"
15099,"Linux-based"
15106,"Linux-based"
15118,"MacOS"
15120,"Windows"
15121,"Windows"
15123,"MacOS"
15124,"Windows"
15127,"Windows"
15140,"MacOS"
15144,"Windows"
15145,"Windows"
15179,"Linux-based"
15182,"MacOS"
15192,"Windows"
15214,"Windows"
15218,"Linux-based"
15231,"Windows"
15232,"Windows"
15233,"MacOS"
15234,"Linux-based"
15239,"Windows"
15250,"Linux-based"
15275,"Linux-based"
15289,"Windows"
15290,"MacOS"
15296,"Linux-based"
15298,"Windows"
15311,"Windows"
15328,"MacOS"
15330,"Linux-based"
15342,"MacOS"
15344,"Linux-based"
15345,"Windows"
15358,"Windows"
15363,"Windows"
15367,"MacOS"
15381,"Linux-based"
15392,"MacOS"
15396,"MacOS"
15408,"Windows"
15420,"Linux-based"
15425,"Windows"
15442,"Windows"
15445,"Linux-based"
15447,"Windows"
15449,"Linux-based"
15453,"MacOS"
15458,"MacOS"
15472,"Windows"
15477,"MacOS"
15483,"Windows"
15496,"Windows"
15506,NA
15513,"Windows"
15517,"Windows"
15521,"MacOS"
15529,"Linux-based"
15530,"Windows"
15531,"Windows"
15534,"MacOS"
15543,"Windows"
15549,"Windows"
15552,"Windows"
15568,"Windows"
15584,"Windows"
15585,"Windows"
15592,"Linux-based"
15608,"Windows"
15612,"Windows"
15619,"Windows"
15639,"Linux-based"
15650,"Windows"
15657,"Linux-based"
15662,"Windows"
15672,"MacOS"
15689,"Windows"
15693,"Windows"
15704,"Linux-based"
15710,"MacOS"
15725,"Windows"
15729,"Windows"
15734,"Windows"
15735,"Linux-based"
15736,"Linux-based"
15748,"Linux-based"
15757,"Linux-based"
15758,"Windows"
15787,"Windows"
15788,"Linux-based"
15790,"Windows"
15796,"Windows"
15814,"Windows"
15815,"Windows"
15820,"Windows"
15822,"MacOS"
15831,"Windows"
15832,"Windows"
15844,"Windows"
15851,"Windows"
15859,"MacOS"
15862,"Linux-based"
15863,"Windows"
15869,"Windows"
15871,"Linux-based"
15874,"Linux-based"
15876,"Linux-based"
15882,"MacOS"
15884,"Linux-based"
15890,"Linux-based"
15895,"Linux-based"
15899,"Linux-based"
15912,"MacOS"
15921,"MacOS"
15929,"MacOS"
15930,"Linux-based"
15936,"Windows"
15941,"Windows"
15949,"Windows"
15961,"Linux-based"
15964,"Linux-based"
15967,"Linux-based"
15968,"Linux-based"
15972,"Windows"
15973,"Windows"
15988,"Linux-based"
15997,"Linux-based"
16004,"Windows"
16005,"MacOS"
16009,"Windows"
16010,"Windows"
16011,"Windows"
16014,"MacOS"
16017,"Linux-based"
16030,"Windows"
16036,"Linux-based"
16054,"Windows"
16058,"Linux-based"
16059,"MacOS"
16074,"Linux-based"
16085,"MacOS"
16086,"MacOS"
16109,"Windows"
16111,"Windows"
16124,"Linux-based"
16135,"MacOS"
16148,"Windows"
16155,"MacOS"
16156,"Linux-based"
16162,"Windows"
16168,"Windows"
16169,"Windows"
16179,"Windows"
16183,"Windows"
16202,"MacOS"
16203,"Windows"
16207,NA
16214,"Linux-based"
16221,"Windows"
16227,"MacOS"
16229,"Linux-based"
16234,NA
16239,"Windows"
16241,"Linux-based"
16244,"MacOS"
16245,"Windows"
16250,"MacOS"
16257,"Linux-based"
16259,"Linux-based"
16270,"MacOS"
16271,"MacOS"
16273,"MacOS"
16280,"Windows"
16283,"MacOS"
16287,"Windows"
16288,"MacOS"
16298,"Windows"
16308,"MacOS"
16314,"Linux-based"
16322,"MacOS"
16324,"Linux-based"
16339,"MacOS"
16343,"Linux-based"
16346,"Linux-based"
16347,"Windows"
16350,"Linux-based"
16361,"Linux-based"
16365,"Windows"
16398,"Windows"
16408,"Linux-based"
16412,"MacOS"
16416,"MacOS"
16419,"Windows"
16433,"Linux-based"
16438,"MacOS"
16440,"Linux-based"
16444,"Windows"
16450,"MacOS"
16454,"Windows"
16456,"Linux-based"
16463,"Windows"
16469,"Windows"
16471,"Linux-based"
16494,"Windows"
16500,"Windows"
16507,"Linux-based"
16509,"Windows"
16512,"Linux-based"
16523,"Windows"
16524,"MacOS"
16526,"Windows"
16530,"Linux-based"
16533,"Linux-based"
16550,"Linux-based"
16561,"Linux-based"
16565,"Windows"
16575,"MacOS"
16587,"Linux-based"
16589,"Windows"
16592,"MacOS"
16597,"Windows"
16599,"Linux-based"
16603,"MacOS"
16606,"Linux-based"
16610,"Windows"
16635,"Windows"
16657,"Windows"
16658,"MacOS"
16666,"Windows"
16676,"MacOS"
16683,"MacOS"
16690,"Windows"
16693,"Windows"
16694,"Linux-based"
16695,"Windows"
16696,"MacOS"
16697,"Windows"
16701,"Linux-based"
16711,"Windows"
16715,"Windows"
16719,"Windows"
16722,"Windows"
16723,"Windows"
16739,"Linux-based"
16744,"MacOS"
16748,"Windows"
16749,"MacOS"
16758,"Windows"
16762,"Linux-based"
16771,"Windows"
16781,"Linux-based"
16783,"Windows"
16793,"Linux-based"
16795,"Linux-based"
16810,"Windows"
16811,"Windows"
16825,"Linux-based"
16843,"Windows"
16849,"Linux-based"
16850,"Windows"
16852,"Linux-based"
16853,"Windows"
16856,"MacOS"
16858,"MacOS"
16867,"MacOS"
16871,"Linux-based"
16874,"Linux-based"
16876,"Linux-based"
16878,"Linux-based"
16904,"Linux-based"
16910,"MacOS"
16911,"MacOS"
16919,"MacOS"
16926,"Windows"
16934,"Windows"
16935,"MacOS"
16961,"MacOS"
16971,"Linux-based"
16972,"Linux-based"
16974,"Linux-based"
16981,"Windows"
16989,"Windows"
17001,"Windows"
17002,"Windows"
17004,"Windows"
17014,"Windows"
17017,"Linux-based"
17018,"Windows"
17028,"MacOS"
17044,"Linux-based"
17058,"MacOS"
17064,"Windows"
17065,"Linux-based"
17067,"Windows"
17074,"Windows"
17075,"Windows"
17085,"Windows"
17095,"Windows"
17103,"MacOS"
17112,"Linux-based"
17119,"MacOS"
17120,"MacOS"
17122,"Windows"
17132,"Windows"
17133,"Linux-based"
17142,"MacOS"
17144,"Windows"
17149,"Windows"
17151,"Windows"
17167,"Windows"
17175,"MacOS"
17176,"Linux-based"
17184,"Windows"
17186,"Windows"
17193,NA
17204,"MacOS"
17211,"Linux-based"
17219,"Windows"
17231,"Windows"
17233,"Windows"
17255,"MacOS"
17257,"Windows"
17261,"Linux-based"
17270,"Windows"
17279,"MacOS"
17288,"Linux-based"
17289,"Linux-based"
17309,"Windows"
17312,"Linux-based"
17326,"Linux-based"
17335,"Windows"
17337,"Linux-based"
17339,"MacOS"
17340,"Windows"
17341,"Windows"
17343,"Linux-based"
17344,"Linux-based"
17345,"Windows"
17360,"Linux-based"
17362,"Windows"
17381,"Linux-based"
17385,"Linux-based"
17395,"Linux-based"
17400,"MacOS"
17404,"Windows"
17405,"Windows"
17416,"Windows"
17420,"MacOS"
17427,"MacOS"
17436,"MacOS"
17446,"Windows"
17450,"Windows"
17451,"Linux-based"
17453,"Linux-based"
17462,"Linux-based"
17467,"Windows"
17468,"Linux-based"
17469,"Windows"
17474,"Linux-based"
17486,"MacOS"
17493,"Windows"
17499,"Linux-based"
17511,"Linux-based"
17512,"Linux-based"
17519,"MacOS"
17529,"Windows"
17535,"Windows"
17540,"Linux-based"
17545,"Windows"
17555,"Windows"
17567,"MacOS"
17573,"MacOS"
17576,"MacOS"
17587,"Linux-based"
17594,"Linux-based"
17596,"Windows"
17597,"Windows"
17603,"Linux-based"
17605,"Linux-based"
17606,"MacOS"
17610,"Linux-based"
17615,"Windows"
17617,"Windows"
17629,"Windows"
17632,"Linux-based"
17639,"Linux-based"
17641,"Linux-based"
17642,"Windows"
17647,"Windows"
17651,"Linux-based"
17660,"Windows"
17673,"Windows"
17680,"Windows"
17686,"Windows"
17696,"Windows"
17697,"Windows"
17700,"Windows"
17722,"Windows"
17723,"Windows"
17729,"MacOS"
17731,"Windows"
17733,"Windows"
17752,"MacOS"
17758,"Windows"
17759,"Windows"
17761,"Windows"
17768,"Linux-based"
17771,"Windows"
17772,"Linux-based"
17777,"MacOS"
17789,"Windows"
17803,"Linux-based"
17808,"Windows"
17811,"Windows"
17813,"MacOS"
17816,"MacOS"
17822,"MacOS"
17825,"Linux-based"
17837,"Windows"
17839,"Windows"
17848,"Windows"
17855,"Linux-based"
17860,"Linux-based"
17868,"Windows"
17871,"MacOS"
17879,"Windows"
17884,"Windows"
17888,"Linux-based"
17889,"Linux-based"
17892,"Windows"
17895,"Windows"
17910,"Linux-based"
17915,"MacOS"
17917,"Linux-based"
17926,"Windows"
17929,"MacOS"
17933,"Linux-based"
17945,"Linux-based"
17947,"Windows"
17948,"MacOS"
17960,"MacOS"
17967,"Windows"
17971,"MacOS"
17980,"MacOS"
17981,"Linux-based"
17995,"MacOS"
18000,"MacOS"
18014,"Windows"
18016,"Windows"
18017,"Linux-based"
18018,"Linux-based"
18024,"Linux-based"
18031,"Windows"
18039,"Linux-based"
18045,"Windows"
18051,"Windows"
18054,NA
18057,"Linux-based"
18062,"Windows"
18063,"Windows"
18064,"Windows"
18066,"Windows"
18071,"Windows"
18072,"Linux-based"
18093,"Linux-based"
18097,"Windows"
18098,"Windows"
18104,"Windows"
18119,"Linux-based"
18122,"Linux-based"
18123,"Linux-based"
18125,"Windows"
18132,"Windows"
18134,"Linux-based"
18141,"Linux-based"
18147,"Windows"
18148,"Windows"
18157,"Linux-based"
18159,"Windows"
18168,"Windows"
18187,"Windows"
18201,"Linux-based"
18208,"Linux-based"
18217,"MacOS"
18231,"Windows"
18238,"Windows"
18241,"Windows"
18245,"Linux-based"
18251,"Windows"
18252,"Windows"
