"Respondent","WebFrame1","WebFrame2","WebFrame3","WebFrame4","WebFrame5","WebFrame6","WebFrame7","WebFrame8","WebFrame9","WebFrame10","WebFrame11","WebFrame12"
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2031,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2033,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2046,"Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063,"Angular/Angular.js","Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2067,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2069,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2071,"Django","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
2076,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2086,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2089,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2100,"Express","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2105,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2113,"Angular/Angular.js","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
2127,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2130,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2138,"ASP.NET","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2160,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2177,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2183,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2184,"Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
2185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2187,"Express","jQuery","React.js","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA,NA
2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2200,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2202,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2205,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220,"Django","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2243,"Angular/Angular.js","jQuery","React.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2250,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2252,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2253,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2262,"ASP.NET","Django","Flask","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA
2283,"Django","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
2284,"Django","Express","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA
2288,"ASP.NET","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,"Angular/Angular.js","Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2297,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2301,"Flask","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
2302,"jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,"Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2323,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,"Django","Flask","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA
2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2332,"Angular/Angular.js","Express","jQuery","Laravel","Spring",NA,NA,NA,NA,NA,NA,NA
2333,"Angular/Angular.js","Express","jQuery","Laravel","React.js","Spring","Vue.js",NA,NA,NA,NA,NA
2344,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2349,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2402,"Angular/Angular.js","Flask","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
2408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414,"Express","Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2426,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2434,"Angular/Angular.js","Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2457,"Angular/Angular.js","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2472,"Angular/Angular.js","Drupal","Express","React.js","Spring",NA,NA,NA,NA,NA,NA,NA
2489,"jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2490,"Angular/Angular.js","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
2493,"jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2494,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,"Drupal","jQuery","Laravel","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
2535,"Drupal","jQuery","Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,"Django","Flask","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
2560,"Django","Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,"Angular/Angular.js","ASP.NET","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
2581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,"Angular/Angular.js","Django","Express","Flask","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA
2591,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,"Angular/Angular.js","Flask","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA
2647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,"Angular/Angular.js","Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,"jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,"ASP.NET","Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2711,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,"Angular/Angular.js","Express","Flask","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA
2729,"Flask","jQuery","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
2734,"Django","Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738,"Angular/Angular.js","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,"Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2756,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2784,"Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2788,"Angular/Angular.js","ASP.NET","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
2794,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,"Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
2808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,"ASP.NET","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2817,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2819,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2853,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2856,"ASP.NET","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2869,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2878,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2880,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2884,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
2890,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2893,"Django","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
2895,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2898,"Django","Flask","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
2903,"Angular/Angular.js","Express","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
2906,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2918,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2941,"ASP.NET","Drupal","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA
2946,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,"Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2964,"Angular/Angular.js","ASP.NET","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
2971,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3019,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3040,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3059,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
3074,"Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3075,"Angular/Angular.js","ASP.NET","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
3082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
3097,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,"Angular/Angular.js","Django","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,"Angular/Angular.js","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA
3115,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3143,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3154,"Django","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3178,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3183,"Angular/Angular.js","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
3188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3202,"Angular/Angular.js","ASP.NET","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA
3204,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3205,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3228,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3238,"Django","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
3242,"jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
3244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3249,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3271,"ASP.NET","jQuery","Laravel","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
3277,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3320,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3330,"Django","Express","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
3340,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3349,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3366,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3367,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3369,"jQuery","React.js","Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3396,"ASP.NET","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
3402,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3404,"Django","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
3415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3418,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3426,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3434,"Angular/Angular.js","Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3439,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3441,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3456,"ASP.NET","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3461,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3479,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3485,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3487,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3504,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3505,"Angular/Angular.js","Django","Express","Flask","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA
3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3517,"Express","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3527,"Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3556,"ASP.NET","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
3562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3565,"Express","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
3571,"Express","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
3575,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3580,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3581,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3582,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3585,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3587,"Django","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
3591,"ASP.NET","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3608,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3627,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3640,"Angular/Angular.js","ASP.NET","Express","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA
3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3657,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3664,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3673,"React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3688,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3689,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3705,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3710,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3713,"ASP.NET","Django","jQuery","Laravel","Spring",NA,NA,NA,NA,NA,NA,NA
3715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3717,"jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3726,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3731,"ASP.NET","Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3733,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3747,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3756,"React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3758,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3766,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3776,"Flask","Laravel","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
3781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3787,"Angular/Angular.js","ASP.NET","Express","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA
3790,"ASP.NET","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
3797,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3809,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3819,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3822,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3824,"ASP.NET","Django","jQuery","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA,NA
3830,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3845,"Angular/Angular.js","Express","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
3856,"Angular/Angular.js","Express","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
3863,"Angular/Angular.js","ASP.NET","Express","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
3873,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3889,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3899,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3909,"Angular/Angular.js","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3911,"Drupal","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3913,"Angular/Angular.js","Express","Flask","jQuery","Laravel","React.js","Spring","Vue.js",NA,NA,NA,NA
3916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3937,"Django","Express","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
3941,"Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3962,"ASP.NET","Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
3964,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3965,"Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3973,"Express","jQuery","Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
3974,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4000,"Django","Flask","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
4006,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4013,"Angular/Angular.js","ASP.NET","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA
4025,"Django","Express","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
4034,"Django","Flask","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
