"Respondent","Language1","Language2","Language3","Language4","Language5","Language6","Language7","Language8","Language9","Language10","Language11","Language12","Language13","Language14","Language15","Language16","Language17","Language18","Language19","Language20","Language21","Language22","Language23","Language24","Language25"
990,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,"Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","JavaScript","Python","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Go","HTML/CSS","Java","JavaScript","PHP","Python","R","Ruby","Rust","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA
994,"Bash/Shell/PowerShell","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,"Bash/Shell/PowerShell","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,"C","C++","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,"Bash/Shell/PowerShell","C","HTML/CSS","Java","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"Bash/Shell/PowerShell","C++","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,"Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,"Bash/Shell/PowerShell","C#","Dart","HTML/CSS","Java","JavaScript","Objective-C","Python","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,"C","HTML/CSS","JavaScript","Python","Ruby","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,"HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,"Bash/Shell/PowerShell","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,"C#","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,"HTML/CSS","Java","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,"HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,"HTML/CSS","Java","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,"Bash/Shell/PowerShell","C#","Go","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","JavaScript","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,"C++","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,"Assembly","Bash/Shell/PowerShell","C","Objective-C","Python","Ruby","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,"C#","HTML/CSS","Java","JavaScript","Kotlin","PHP","Ruby","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,"C#","HTML/CSS","Java","JavaScript","PHP","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,"Python","R","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,"HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,"Assembly","C++","HTML/CSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,"Bash/Shell/PowerShell","C++","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,"Bash/Shell/PowerShell","C++","HTML/CSS","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,"Go","HTML/CSS","JavaScript","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,"C++","C#","HTML/CSS","Java","SQL","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,"Bash/Shell/PowerShell","HTML/CSS","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,"Bash/Shell/PowerShell","C++","JavaScript","Python","R","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,"HTML/CSS","JavaScript","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,"C#","HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,"Bash/Shell/PowerShell","C++","Go","HTML/CSS","JavaScript","Python","Rust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,"Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,"C#","Java",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,"HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,"C++","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,"C","C++","C#","HTML/CSS","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,"Bash/Shell/PowerShell","C","HTML/CSS","Java","JavaScript","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","JavaScript","Python","R","Scala","SQL","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,"Bash/Shell/PowerShell","C#","F#","HTML/CSS","JavaScript","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,"C++","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,"C++","Dart","HTML/CSS","Java","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,"Java","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,"Bash/Shell/PowerShell","C","C++","Clojure","Go","HTML/CSS","Java","JavaScript","Kotlin","PHP","Python","SQL","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,"HTML/CSS","Java","JavaScript","PHP","Python","R","Scala","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,"Bash/Shell/PowerShell","C","C#","HTML/CSS","Java","JavaScript","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,"Clojure","HTML/CSS","JavaScript","Kotlin","PHP","Ruby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,"HTML/CSS","Java","JavaScript","Python","R","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,"Assembly","C#","HTML/CSS","Java","JavaScript","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,"C++","C#",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,"C#","HTML/CSS","JavaScript","Objective-C","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,"C","C#","HTML/CSS","Java","JavaScript","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,"SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,"Clojure","JavaScript","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,"Bash/Shell/PowerShell","Java","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,"HTML/CSS","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,"C++","C#","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,"C#","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,"Java","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,"HTML/CSS","Java","Kotlin","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,"C#","HTML/CSS","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,"C++","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,"Clojure","Java","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,"Bash/Shell/PowerShell","C","C++","Clojure","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,"C#","Dart","HTML/CSS","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,"C#","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,"Bash/Shell/PowerShell","HTML/CSS","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,"HTML/CSS","JavaScript","R","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,"C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,"Bash/Shell/PowerShell","Elixir","Erlang","Go","Java","JavaScript","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,"C#","Go","HTML/CSS","Java","Kotlin","PHP","Python","Rust","Scala","SQL","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,"Bash/Shell/PowerShell","HTML/CSS","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,"C#","HTML/CSS","Java","JavaScript","Objective-C","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,"Bash/Shell/PowerShell","C++","Java","Python","Scala","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,"C++","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,"Bash/Shell/PowerShell","JavaScript","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,"Bash/Shell/PowerShell","HTML/CSS","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,"HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,"C++","C#","HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,"C++","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,"C","C++","C#","HTML/CSS","Java","JavaScript","Kotlin","Rust","SQL","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,"C++","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,"Bash/Shell/PowerShell","Clojure","Java","Kotlin","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,"Bash/Shell/PowerShell","C","C++","C#","Go","HTML/CSS","JavaScript","PHP","Python","Rust","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,"Assembly","Bash/Shell/PowerShell","C","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,"Bash/Shell/PowerShell","Java","JavaScript","Python","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,"C++","C#","HTML/CSS","JavaScript","PHP","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,"Bash/Shell/PowerShell","C++","C#","Java","JavaScript","PHP","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,"C","C++","Go","HTML/CSS","Java","JavaScript","Objective-C","Python","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,"Bash/Shell/PowerShell","C#","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,"Bash/Shell/PowerShell","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,"Bash/Shell/PowerShell","Go","HTML/CSS","JavaScript","Python","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,"C#","HTML/CSS","Java","JavaScript","PHP","Python","Ruby","Scala","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,"Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,"HTML/CSS","Java","JavaScript","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,"C","C++","HTML/CSS","Java","JavaScript","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,"Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,"Bash/Shell/PowerShell","Go","Java","Kotlin","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,"HTML/CSS","Java","JavaScript","PHP","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,"Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,"Assembly","C#","Java","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,"C++","HTML/CSS","Java","JavaScript","Python","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","PHP","Python","R","Ruby","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,"C#","R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,"C#","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,"C#","HTML/CSS","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,"Clojure","JavaScript","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,"C#","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,"HTML/CSS","Java","JavaScript","Python","Scala","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,"Assembly","Bash/Shell/PowerShell","C","C++","C#","F#","Go","HTML/CSS","Java","JavaScript","Kotlin","Objective-C","PHP","Python","R","Ruby","Rust","Scala","SQL","Swift","TypeScript","VBA","WebAssembly",NA,NA
1867,"Bash/Shell/PowerShell","C#","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"Bash/Shell/PowerShell","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,"Bash/Shell/PowerShell","C","Go","HTML/CSS","Java","JavaScript","PHP","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,"Bash/Shell/PowerShell","Dart","HTML/CSS","Java","JavaScript","Kotlin","Objective-C","PHP","Python","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,"HTML/CSS","JavaScript","Python","R","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,"Bash/Shell/PowerShell","C","HTML/CSS","Java","JavaScript","Objective-C","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,"Bash/Shell/PowerShell","C++","C#","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,"C","C++","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"C","C++","Java","Python","SQL","Swift","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
