"Respondent","Age","Gender","Ethnicity","Country","UndergradMajor","JobSat"
1973,15,"Man","White or of European descent","Canada",NA,NA
1978,36,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Very satisfied"
1992,25,"Man",NA,"India","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
2004,34,"Man","Black or of African descent","Nigeria","A natural science (ex. biology, chemistry, physics)",NA
2009,36,"Man","White or of European descent","Canada","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
2011,NA,"Man",NA,"United States","A business discipline (ex. accounting, finance, marketing)","Very satisfied"
2015,NA,"Man","Hispanic or Latino/Latina","Mexico","Information systems, information technology, or system administration","Neither satisfied nor dissatisfied"
2019,NA,"Man","Black or of African descent","Georgia","Web development or web design",NA
2031,28,"Man","Hispanic or Latino/Latina","Colombia","Computer science, computer engineering, or software engineering","Very satisfied"
2033,27,"Man","White or of European descent","Austria","Computer science, computer engineering, or software engineering","Slightly satisfied"
2046,30,"Man","White or of European descent","Switzerland","Information systems, information technology, or system administration","Very satisfied"
2063,22,"Man","Hispanic or Latino/Latina","Colombia","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
2067,NA,"Man","South Asian","India",NA,NA
2069,22,"Man","White or of European descent","Spain","Computer science, computer engineering, or software engineering","Very dissatisfied"
2071,22,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Very dissatisfied"
2076,28,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering",NA
2086,39,"Man","White or of European descent","France","Information systems, information technology, or system administration","Slightly satisfied"
2089,24,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very dissatisfied"
2093,24,"Man","Multiracial","Brazil","Computer science, computer engineering, or software engineering",NA
2100,45,"Man","Hispanic or Latino/Latina","Mexico","Computer science, computer engineering, or software engineering","Very satisfied"
2103,NA,"Man",NA,"India","Computer science, computer engineering, or software engineering",NA
2105,25,"Woman","White or of European descent","Serbia","Computer science, computer engineering, or software engineering","Slightly satisfied"
2113,32,"Man","White or of European descent","United States","Fine arts or performing arts (ex. graphic design, music, studio art)","Slightly satisfied"
2127,47,"Man","White or of European descent","Italy","A natural science (ex. biology, chemistry, physics)","Neither satisfied nor dissatisfied"
2130,25,"Man","White or of European descent","Russian Federation","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
2136,37,"Man","Middle Eastern","Germany","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
2138,NA,"Man","White or of European descent","South Korea","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
2159,23,"Man","Middle Eastern","South Africa","Computer science, computer engineering, or software engineering","Very dissatisfied"
2160,NA,NA,NA,"United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
2177,24,"Man",NA,"India","Computer science, computer engineering, or software engineering","Very dissatisfied"
2179,23,"Woman","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
2183,NA,NA,NA,"Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
2184,22,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
2185,23,"Woman",NA,"France","Computer science, computer engineering, or software engineering","Very satisfied"
2187,24,"Man","South Asian","Malaysia","Computer science, computer engineering, or software engineering","Slightly satisfied"
2193,NA,"Man",NA,"Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
2194,34,"Man","South Asian","India","A natural science (ex. biology, chemistry, physics)","Very dissatisfied"
2200,26,"Man",NA,"India","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
2202,23,"Woman",NA,"Mexico","Computer science, computer engineering, or software engineering","Slightly satisfied"
2205,27,"Woman","White or of European descent","Greece","Computer science, computer engineering, or software engineering","Very satisfied"
2220,28,"Man","East Asian","United States","Computer science, computer engineering, or software engineering","Very satisfied"
2234,50,"Man","White or of European descent","Norway","A natural science (ex. biology, chemistry, physics)","Very satisfied"
2243,16,"Man","White or of European descent","Germany",NA,NA
2246,24,"Woman",NA,"India","Computer science, computer engineering, or software engineering","Slightly satisfied"
2250,24,"Man","White or of European descent","South Africa","Computer science, computer engineering, or software engineering","Very satisfied"
2252,39,"Man","White or of European descent","United Kingdom","Mathematics or statistics","Very satisfied"
2253,26,"Man","White or of European descent","Netherlands","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
2262,28,"Man",NA,"India","Computer science, computer engineering, or software engineering","Very satisfied"
2283,36,"Man","Hispanic or Latino/Latina","United States","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
2284,27,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
